"number","title","pageid","namespace","length","touched"
"1466","Micronutrient_Initiative","25841464","","7710","20160617165542"
"1467","Close_coupled_field_technology","25850274","","3930","20160619162006"
"1468","Health_professional_requisites","25972030","","10131","20150123225618"
"1469","Functional_Food_Centre_at_Oxford_Brookes_University","25982869","","4759","20160617165542"
"1470","Shelf_Life_Extension_Program","26034982","","832","20150202232451"
"1471","Zinc_chloride_hydroxide_monohydrate","26042345","","16663","20160611110630"
"1472","Morning_pseudoneutropenia","26043703","","3522","20160606003310"
"1473","Progressive_disease","26059978","","2484","20160526130603"
"1474","Global_Health_Initiatives","26082350","","20574","20160617013822"
"1475","Surgical_Scheduling_Software","26084601","","10015","20160427063452"
"1476","HRHIS","26195692","","10960","20160404143142"
"1477","Remote_therapy","26196692","","4609","20160606003310"
"1478","QMRP","26209155","","2971","20150324180603"
"1479","B_reader","26225466","","7033","20160607052752"
"1480","Healthcare_in_Moldova","26331881","","1931","20160617165542"
"1481","Bob_Sang","26409649","","3700","20160319142204"
"1482","Certified_Health_Informatics_Systems_Professional","26432226","","2372","20160427063452"
"1483","Veterinary_public_health","26468653","","5095","20160612140740"
"1484","List_of_countries_by_home_ownership_rate","26470024","","9581","20160612072830"
"1485","Negative_room_pressure","26502557","","3762","20160401185718"
"1486","Pacific_Society_for_Reproductive_Health_Trust","26536902","","1638","20160606003310"
"1487","Vermin","26555908","","5871","20160619045100"
"1488","Cellulite","26639837","","9193","20160618164849"
"1489","Spalding's_sign","26661954","","1285","20160606003310"
"1490","Resting_energy_expenditure","26694428","","1574","20160612140740"
"1491","Clinical_peer_review","26713766","","40371","20160617165542"
"1492","Uterine_tachysystole","26729322","","2084","20160606200841"
"1493","Orthotics","26734587","","21212","20160619162006"
"1494","Sexually_active_life_expectancy","26740075","","4464","20160606003310"
"1495","Interactive_patient_care","26768296","","3591","20160617165542"
"1496","Popular_Health_Movement","26801927","","7947","20151009223422"
"1497","Forest_bathing","26808546","","5826","20160619154227"
"1498","National_Advisory_Committee_on_Occupational_Safety_and_Health","26847077","","1354","20160526130603"
"1499","Auditory-verbal_therapy","26862448","","6143","20160609054024"
"1500","Antimicrobial_copper-alloy_touch_surfaces","26883388","","44354","20160617084417"
"1501","Comprehensive_Health_Assessment_Program","26888324","","1484","20160526130603"
"1502","Investor-state_dispute_settlement","26922341","","37555","20160613064202"
"1503","Emotional_and/or_behavioral_disability","26993190","","3393","20160513094356"
"1504","Catastrophic_illness","26999291","","1524","20160606003310"
"1505","Nutritional_neuroscience","27024757","","131257","20160614211431"
"1506","Australian_Health_Informatics_Education_Council","27031670","","1893","20160303235600"
"1507","Handbook_of_Religion_and_Health","27150031","","21032","20160617165542"
"1508","MTBC","27178037","","5535","20160619162006"
"1509","Hulda_Shipanga","27187462","","3386","20160606003310"
"1510","Quantified_Self","27209404","","18450","20160611091923"
"1511","Save_the_Children_State_of_the_World's_Mothers_report","27251567","","28742","20160610210455"
"1512","Maternal_physiological_changes_in_pregnancy","27289540","","31310","20160606003310"
"1513","Callanetics","27303975","","15082","20160617165542"
"1514","Commission_on_Health_Research_for_Development","27306142","","13319","20160617165542"
"1515","Retained_placenta","27306438","","2471","20160606003310"
"1516","Institute_for_Health_Metrics_and_Evaluation","27308924","","26099","20160617165542"
"1517","Health_Education_&_Behavior","27367453","","2868","20160617165542"
"1518","Circle_of_Friends_(disabled_care)","27368315","","6552","20160513094356"
"1519","Regional_Forum_on_Environment_and_Health_in_Southeast_and_East_Asian_Countries","27392434","","9135","20160529020213"
"1520","Partner-assisted_scanning","27462322","","5936","20160606003310"
"1521","Passive_drinking","27543342","","1774","20160606003310"
"1522","Semantic_compaction","27554959","","19896","20160613215423"
"1523","Carbohydrate_digestion","27559105","","3664","20160619162006"
"1524","Switch_access_scanning","27560225","","6193","20160606015740"
"1525","General_Maxwell_R._Thurman_Award","27561089","","3066","20160606003310"
"1526","Caribbean_Public_Health_Agency","27578304","","2786","20160612192119"
"1527","Putative_father_registry","27705822","","23502","20160612042242"
"1528","Inhalation_exposure","27712410","","8291","20160612140740"
"1529","Health_For_All","27750546","","4060","20151212163453"
"1530","No_Secrets_(Adult_Protection)","27763570","","9437","20160617165542"
"1531","Health_effects_of_chocolate","27767967","","15723","20160611125831"
"1532","Health_humanities","27900272","","5935","20160606003310"
"1533","World_Health_Report","27921643","","9185","20160617165542"
"1534","Maternal_and_Newborn_Health_in_Ethiopia_Partnership_–_MaNHEP","27977428","","3352","20160617165542"
"1535","Health_informatics_tools","27987124","","3678","20160612140740"
"1536","Fall_protection","28009780","","3513","20160616221101"
"1537","CAB_Direct_(database)","28077130","","15424","20160606003310"
"1538","Parasitic_nutrition","28147113","","18448","20160606003310"
"1539","Global_Health_Share_Initiative","28165893","","1185","20160427063452"
"1540","Child_Family_Health_International","28174045","","6310","20160606003310"
"1541","Jury_stress","28189313","","859","20160606003310"
"1542","ClinLife","28201395","","4895","20160617165542"
"1543","Long_Island_Occupational_and_Environmental_Health_Center","28270534","","3624","20160617165542"
"1544","Multi-barrier_approach","28328131","","4504","20160606003310"
"1545","Nutrient_enema","28351160","","3229","20160617092013"
"1546","Diabetes_Hands_Foundation","28399562","","22921","20160617165542"
"1547","Journal_of_Health_Economics","28439990","","1145","20160606003310"
"1548","Chief_medical_informatics_officer","28441891","","4535","20160606003310"
"1549","Ipas_(organization)","28502092","","7390","20160617165542"
"1550","EuResist","28539183","","6462","20160429225901"
"1551","Sachet","28689721","","15830","20160619162006"
"1552","Health_effects_of_pesticides","28695746","","22440","20160616221101"
"1553","European_Society_for_Clinical_Nutrition_and_Metabolism","28701828","","2847","20160606003310"
"1554","Telepathology","28752034","","18069","20160606003310"
"1555","Earle_H_Spaulding","28759087","","2679","20160427063452"
"1556","Responsible_Parenthood_and_Reproductive_Health_Act_of_2012","28770788","","87581","20160610110212"
"1557","Dicopper_chloride_trihydroxide","28789704","","29717","20160611110630"
"1558","John_Stoke","28804503","","19209","20160617165542"
"1559","Food_and_drink","28805931","","47","20160617150347"
"1560","Electronic_patient-reported_outcome","28859692","","15582","20160619162006"
"1561","Clinical_nutrition","28866774","","3004","20160619184627"
"1562","Chopin's_disease","28889542","","16946","20160606062109"
"1563","Global_Strategy_for_Women's_and_Children's_Health","28919960","","2527","20160606003310"
"1564","Health_Dynamics_Inventory","28923968","","11206","20160617165542"
"1565","Malawi_Diffusion_and_Ideational_Change_Project","28939533","","2315","20160211161613"
"1566","Safety_confirmation","28980699","","3490","20150203143357"
"1567","Forced_circumcision","28999061","","51027","20160617165542"
"1568","Resistance_Database_Initiative","29069615","","13404","20160606003310"
"1569","Race_and_health_in_the_United_States","29070672","","42656","20160616221101"
"1570","Observations_of_daily_living","29090677","","3498","20160528021248"
"1571","Population_Impact_Measures","29146741","","9993","20160617165542"
"1572","Siphiwe_Hlophe","29151266","","2734","20160506132308"
"1573","List_of_smoke-free_colleges_and_universities","29155791","","41743","20160617131252"
"1574","Prenatal_nutrition","29243665","","37914","20160616221101"
"1575","Center_for_Health_Market_Innovations","29264900","","11242","20160617165542"
"1576","Copper_in_health","29275214","","103203","20160607140827"
"1577","Mental_health_day","29372250","","3072","20160617165542"
"1578","Chilean_Safety_Association","29391730","","730","20160529192633"
"1579","National_Obesity_Observatory","29472059","","1234","20160612140740"
"1580","Schooliosis","29511517","","2785","20160606003310"
"1581","Computer-induced_medical_problems","29575318","","14297","20160617165542"
"1582","Life_satisfaction","29605965","","22554","20160617065947"
"1583","Reproductive_Health_Matters","29624918","","2589","20160617165542"
"1584","Patient-centered_outcomes","29697910","","2986","20160612140740"
"1585","Nutritional_epidemiology","29718054","","678","20160606003310"
"1586","MenAfriVac","29735583","","9063","20160606003310"
"1587","Meningitis_Vaccine_Project","29735701","","4238","20160615152636"
"1588","Real-time_outbreak_and_disease_surveillance","29764286","","2563","20160427063452"
"1589","Placental_expulsion","29786555","","7224","20160606003310"
"1590","Salt_and_cardiovascular_disease","29825613","","30292","20160613123344"
"1591","Nutrition_and_HIV/AIDS","29829829","","17782","20160606003310"
"1592","Lock_hospital","29841360","","1787","20160606003310"
"1593","Sensory-specific_satiety","29984881","","5577","20140301074019"
"1594","Multiple_disabilities","29991838","","5446","20160617165542"
"1595","Automatic_soap_dispenser","30015782","","9377","20160606003310"
"1596","Therapeutic_abortion","30044455","","6530","20160617165542"
"1597","Emotional_well-being","30074251","","2696","20160606003310"
"1598","Pelvic_congestion_syndrome","30168512","","5811","20160606003310"
"1599","Transmission-based_precautions","30321101","","46705","20160616224051"
"1600","Retman","30324643","","4958","20141208083957"
"1601","Whey_protein_isolate","30401546","","5251","20160614202156"
"1602","Women's_Health_Care_Nurse_Practitioner-Board_Certified","30483828","","550","20160618134414"
"1603","Health_effects_of_natural_phenols_and_polyphenols","30515764","","9060","20160614065717"
"1604","Health_network_surveillance","30551758","","4186","20160617165542"
"1605","Manchester_operation","30558304","","1093","20160306201531"
"1606","Saturated_fat_and_cardiovascular_disease_controversy","30602617","","52955","20160606003310"
"1607","Washing_mitt","30627910","","1601","20160528122756"
"1608","Principles_of_motion_economy","30631067","","3169","20160427063452"
"1609","Nutrition_Education","30643499","","4214","20160606003310"
"1610","Integrative_medicine","30717195","","16097","20160617165542"
"1611","WASH","30777141","","19800","20160616222956"
"1612","Tidal_Model","30865454","","8037","20160606003310"
"1613","Whole_food","30871513","","4166","20160619162006"
"1614","Targeting_(international_health)","30896817","","15095","20160617165542"
"1615","Nutriepigenomics","30932051","","31769","20160601200534"
"1616","International_Hygiene_Exhibition","30940837","","3119","20160613191307"
"1617","Patient-centered_care","30959789","","4133","20160606003310"
"1618","Sisterhood_method","30970833","","6835","20160606003310"
"1619","Conditioned_satiety","30989859","","3558","20160420222453"
"1620","Hypersexual_disorder","31094752","","4664","20160611111822"
"1621","Leprosy_Control","31112476","","630","20160606003310"
"1622","Health_care_ratings","31133688","","22555","20160606003310"
"1623","One_Health","31155073","","28047","20160613191307"
"1624","List_of_traditional_Chinese_medicines","31175317","","52312","20160616222956"
"1625","Medicine_Unboxed","31209381","","7767","20160404143142"
"1626","List_of_abbreviations_used_in_health_informatics","31271356","","2575","20160612140740"
"1627","Loma_Linda_University_School_of_Public_Health,_Department_of_Nutrition","31276566","","4252","20140530103023"
"1628","Use_of_technology_in_treatment_of_mental_disorders","31300489","","10954","20160606003310"
"1629","List_of_cholesterol_in_foods","31320936","","4789","20160612140740"
"1630","Project_TIME","31338854","","2246","20160617165542"
"1631","Inverse_benefit_law","31345445","","4347","20160606003310"
"1632","Functional_capacity_evaluation","31377518","","5432","20160606003310"
"1633","How_to_Have_Sex_in_an_Epidemic","31400429","","2388","20160617165542"
"1634","Informatics_for_Consumer_Health","31403992","","9041","20160617165542"
"1635","Price-Pottenger_Nutrition_Foundation","31452433","","10056","20160617165542"
"1636","Sharecare","31462743","","10683","20160606003310"
"1637","List_of_1918_flu_pandemic_cases","31479177","","11604","20160619101757"
"1638","Domestic_violence_and_pregnancy","31559443","","18318","20160606003310"
"1639","Criticism_of_fast_food","31589792","","22154","20160617165542"
"1640","Positive_psychology_in_the_workplace","31615916","","22263","20160607040817"
"1641","Kenya_Health_Work_Force_Project","31717014","","1178","20160606003310"
"1642","Fluorescent_lamps_and_health","31750986","","21464","20160619054821"
"1643","Mature_minor_doctrine","31768127","","13126","20160616221101"
"1644","EMBRACE_Healthcare_Reform_Plan","31821270","","13582","20160606003310"
"1645","Health_Education_Journal","31823467","","2377","20160617165542"
"1646","Ciberobn","31837766","","3576","20160617165542"
"1647","TARMED","31886921","","1400","20160606003310"
"1648","Food_circle","31916820","","1241","20160606003310"
"1649","Prescription_analytics","31920888","","1544","20160606003310"
"1650","DeconGel","31922162","","2049","20160606003310"
"1651","Centre_for_History_in_Public_Health,_London_School_of_Hygiene_and_Tropical_Medicine","31950156","","7309","20160617165542"
"1652","Biomedical_sciences","31950201","","5874","20160611111822"
"1653","Centre_for_Health_and_International_Relations","31950461","","3592","20160617165542"
"1654","Shit_stick","31953144","","21451","20160613174116"
"1655","Ralph_Weber_(businessman)","31955501","","8284","20160617165542"
"1656","History_of_USDA_nutrition_guides","31974016","","15014","20160606003310"
"1657","List_of_nutrition_guides","31974159","","34978","20160609224101"
"1658","First_aid_room","31987996","","2133","20160208165933"
"1659","Milton_sterilizing_fluid","31993628","","1090","20160401150644"
"1660","Population,_health,_and_the_environment","32001020","","11673","20160612140740"
"1661","Mekong_Basin_Disease_Surveillance","32017666","","5978","20160427063452"
"1662","World_Federation_Against_Drugs","32021260","","3186","20160106234830"
"1663","Indices_of_deprivation_2010","32038850","","1989","20160107115001"
"1664","Primary_Care_Behavioral_health","32041618","","43781","20160612140740"
"1665","Automated_Neuropsychological_Assessment_Metrics","32106850","","7923","20140521203940"
"1666","MRC_Human_Nutrition_Research","32161137","","7155","20160617165542"
"1667","Evaluation_&_the_Health_Professions","32181324","","2738","20160617165542"
"1668","Unnecessary_health_care","32255552","","30472","20160616221101"
"1669","Obesity_in_Pakistan","32279022","","2380","20160613053740"
"1670","Partner_services","32301237","","3650","20160606003310"
"1671","Shared_lives","32312176","","4684","20160617165542"
"1672","Middle_Eastern_Mental_Health_Issues_&_Syndromes","32315242","","29278","20160617165542"
"1673","TEDMED","32345607","","4614","20160617165542"
"1674","Overall_Nutritional_Quality_Index","32458568","","3591","20160617165542"
"1675","Society_of_Gynecologic_Nurse_Oncologists","32557141","","2101","20160606003310"
"1676","North_American_Menopause_Society","32583935","","4864","20160617165542"
"1677","Network_for_Capacity_Development_in_Nutrition","32601258","","4682","20160617165542"
"1678","Mi-Case","32689929","","5714","20160617165542"
"1679","Free_sugar","32714132","","3380","20160612140740"
"1680","National_Health_Interview_Survey","32781012","","12780","20160606003310"
"1681","Nahid_Toubia","32825021","","5095","20160617165542"
"1682","Health_crisis","32890301","","18190","20160612012645"
"1683","The_Economist_Intelligence_Unit's_liveability_survey","32921951","","1945","20160606003310"
"1684","Virtual_Medical_Record","32942689","","533","20160526130603"
"1685","Work–life_interface","32943530","","24227","20160606003310"
"1686","Prevalence_of_female_genital_mutilation_by_country","33016456","","120730","20160616222956"
"1687","Feminism_&_Psychology","33020716","","2029","20160617165542"
"1688","Soul,_Mind,_Body_Medicine","33026432","","906","20160606003310"
"1689","Hazard_Communication_Standard","33029440","","5647","20160606003310"
"1690","Worker_Protection_Standard","33029517","","19908","20160606003310"
"1691","List_of_research_institutes_in_Seattle","33064684","","2576","20160427063452"
"1692","Infectious_Disease_Research_Institute","33065537","","2040","20160606003310"
"1693","Gay_City_Health_Project","33078410","","2446","20160617165542"
"1694","White_hat_bias","33093158","","6023","20160617094958"
"1695","National_Rural_Health_Mission","33106995","","8592","20160618080847"
"1696","Acoustic_wayfinding","33196105","","5399","20160606003310"
"1697","American_School_Hygiene_Association","33198537","","6152","20160606003310"
"1698","Specialty_Society_Relative_Value_Scale_Update_Committee","33213655","","18511","20160606003310"
"1699","Harold_Pollack","33222575","","2200","20160606003310"
"1700","Birth_control_movement_in_the_United_States","33286807","","68269","20160613011538"
"1701","Person-centred_thinking","33287428","","5181","20151217121440"
"1702","Health_3.0","33292706","","6731","20160606003310"
"1703","Frederic_Moll","33307874","","1400","20160610215418"
"1704","Institut_national_de_recherche_et_de_sécurité","33334901","","2454","20160526130603"
"1705","List_of_foodborne_illness_outbreaks_by_death_toll","33350084","","21510","20160612233807"
"1706","Cost_sharing","33367356","","2091","20160606003310"
"1707","AIDS_fatigue","33508777","","3578","20160606003310"
"1708","Barcode_technology_in_healthcare","33605673","","16339","20160512153044"
"1709","Point_of_care","33658868","","6955","20160427063452"
"1710","Test_(assessment)","33660916","","43653","20160616172203"
"1711","Calvin_C.J._Sia","33680836","","38166","20160617165542"
"1712","Psychology_of_Women_Quarterly","33688612","","1828","20160617165542"
"1713","Bangladesh_health_policy","33745801","","10252","20160617191559"
"1714","Physical_literacy","33761202","","9532","20160608052450"
"1715","Medical_animation","33777555","","15368","20160606003310"
"1716","Jon_Magnussen","33789483","","1875","20160518075802"
"1717","Patient_management_software","33805846","","7398","20160606003310"
"1718","LOLI_Database","33848271","","3215","20160606003310"
"1719","Bangladesh_Institute_of_Child_and_Mother_Health","33855111","","1485","20160617165542"
"1720","International_HL7_Implementations","33855837","","14600","20160617165542"
"1721","Operative_report","33862754","","780","20160526130603"
"1722","Pathogens_and_Global_Health","33863280","","2926","20160606003310"
"1723","Fetal_head","33956325","","3519","20160612140740"
"1724","Online_doctor","33973815","","14025","20160323025721"
"1725","Body_area_network","33989688","","17914","20160608020609"
"1726","Substitution_of_dangerous_chemicals","34055747","","8235","20151028110232"
"1727","Ectopic_testis","34068001","","1403","20160606003310"
"1728","Subjective_well-being","34104355","","43702","20160618210751"
"1729","Act_on_Health_Sector_Database","34113938","","2182","20160606003310"
"1730","Occupational_health_nursing","34123709","","1971","20160618134414"
"1731","Kehrwoche","34135821","","3687","20160617165542"
"1732","Poly_Implant_Prothèse","34172858","","34268","20160617165542"
"1733","List_of_man-made_mass_poisoning_incidents","34188816","","3034","20160617165542"
"1734","Pacific_Health_Summit","34291649","","8749","20160617165542"
"1735","Workplace_health_promotion","34306231","","5961","20160606003310"
"1736","Sexual_Health_Resource_Centre","34321809","","6974","20160617165542"
"1737","Handicapism","34421276","","8217","20160612042019"
"1738","Health_systems_by_country","34446991","","124632","20160616221101"
"1739","Andersen_healthcare_utilization_model","34460605","","9553","20160609143817"
"1740","CT_Value","34474694","","4503","20160606003310"
"1741","Human_services","34488928","","26526","20160606003310"
"1742","2012_Pakistan_fake_medicine_crisis","34541368","","8494","20160606003310"
"1743","Reasonable_person_model","34558159","","12581","20160619162006"
"1744","Women_Deliver","34643079","","11805","20160517061720"
"1745","List_of_non-starchy_vegetables","34655089","","2408","20160609160100"
"1746","Spastic_hemiplegia","34677058","","12350","20160606003310"
"1747","Nutrition_and_cognition","34730803","","62767","20160618155951"
"1748","Declaration_of_Sexual_Rights","34827520","","2148","20160201202214"
"1749","Blue_Button","34899711","","28635","20160619162006"
"1750","Health_effects_of_salt","34900600","","30787","20160617052724"
"1751","Euro_health_consumer_index","34902186","","5847","20160618173424"
"1752","Health_economics_(Germany)","34963297","","6711","20160427063452"
"1753","Carte_Vitale","35000899","","1801","20160613191307"
"1754","Cost_of_HIV_treatment","35026039","","3969","20160616221101"
"1755","Maternal_health_in_Rwanda","35185354","","806","20160617165542"
"1756","Low-threshold_treatment_programs","35200902","","28690","20160606003310"
"1757","Medical_image_computing","35201519","","64242","20160611111822"
"1758","Brief_Cognitive_Assessment_Tool","35238981","","21052","20160617165542"
"1759","Social_determinants_of_health_in_poverty","35296365","","48093","20160611111822"
"1760","Occupational_safety_and_health","35319154","","84152","20160617165542"
"1761","Health_in_Oman","35327226","","1497","20160606003310"
"1762","Mental_health_of_refugee_children","35330387","","36644","20160606003310"
"1763","Sexual_motivation_and_hormones","35409254","","15649","20160606003310"
"1764","Hierarchy_of_hazard_control","35443480","","6931","20160616221101"
"1765","Universal_health_coverage_by_country","35458791","","100149","20160616221101"
"1766","Maternal_health_in_Angola","35463601","","18594","20160612121932"
"1767","Kinaesthetics","35502619","","9455","20160619162006"
"1768","List_of_mystery_diseases","35561223","","2803","20160606003310"
"1769","Pediatric_assessment_triangle","35659639","","7669","20160606003310"
"1770","Public_health_nursing","35709604","","1877","20160618134414"
"1771","Prescriptive_analytics","35757264","","22439","20160617165542"
"1772","Consumer_Assessment_of_Healthcare_Providers_and_Systems","35769889","","3016","20160606003310"
"1773","African_Nutrition_Leadership_Programme","35807581","","3206","20160617165542"
"1774","Selenium_in_biology","35954442","","28027","20160617061845"
"1775","Insecurity_Insight","35955099","","13598","20160617165542"
"1776","Feminist_health_centers","36000621","","16811","20160606003310"
"1777","Self-rated_health","36055163","","5415","20160606003310"
"1778","Health_information_on_Wikipedia","36094374","","34852","20160614233909"
"1779","Visual_impairment_due_to_intracranial_pressure","36123981","","50565","20160606003310"
"1780","Pre-conception_counseling_in_the_United_States","36130807","","7528","20160606003310"
"1781","Historical_annual_reformulations_of_the_influenza_vaccine","36131761","","23196","20160606003310"
"1782","Mysteries_of_Montreal","36158660","","126","20160610115352"
"1783","Jonathan_Lomas_(researcher)","36220702","","5853","20160524154523"
"1784","Radiobiology_evidence_for_protons_and_HZE_nuclei","36255817","","24129","20160617165542"
"1785","Epidemiology_data_for_low-linear_energy_transfer_radiation","36335582","","17484","20160617165542"
"1786","Pinard_horn","36408582","","3866","20160606003310"
"1787","Frederick_Barnett_Kilmer","36416471","","5117","20160525062506"
"1788","Human_factors_and_ergonomics","36479878","","46669","20160612203234"
"1789","University_of_Edinburgh_School_of_Health_in_Social_Science","36617856","","1172","20160606003310"
"1790","Arunachalam_Muruganantham","36761300","","11932","20160609234241"
"1791","Nutrigenetics","36771480","","5387","20160607213316"
"1792","Causes_of_cancer","36777018","","34392","20160619162006"
"1793","Life_Study_(project)","36786006","","2945","20160607181839"
"1794","West_Virginia_University_School_of_Public_Health","36791640","","3610","20160619195024"
"1795","Doctors_Opposing_Circumcision","36920961","","6566","20160606003310"
"1796","Geomedical_engineering","36921563","","6190","20160614071941"
"1797","World_report_on_disability","36945138","","7735","20150706210639"
"1798","Global_Alliance_to_Prevent_Prematurity_and_Stillbirth","36988620","","3516","20160606003310"
"1799","Farzad_Mostashari","37045562","","2571","20160606003310"
"1800","Effects_of_global_warming_on_human_health","37063005","","155897","20160616222956"
"1801","Janet_C._Anderson_Gender_Resource_Center","37107991","","6581","20160619195024"
"1802","Nutrition_psychology","37161190","","9227","20160606003310"
"1803","Reproductive_coercion","37251163","","13892","20160606003310"
"1804","Computer-aided_simple_triage","37307479","","7308","20150530152021"
"1805","Parsemus_Foundation","37311118","","2851","20160606003310"
"1806","Choosing_Wisely","37329385","","56635","20160606003310"
"1807","Person–environment_fit","37372627","","24064","20160503150700"
"1808","Digital_healthcare","37419223","","8910","20160517001318"
"1809","Men's_shed","37419657","","10708","20160606003310"
"1810","Total_Worker_Health","37423001","","19743","20160612154320"
"1811","Food_composition_data","37429992","","15207","20160617184819"
"1812","History_of_eugenics","37440011","","113024","20160613142641"
"1813","Escalpelamento","37442433","","2630","20160526130603"
"1814","Disability_and_poverty","37445789","","32863","20160611111822"
"1815","Digital_health","37451236","","4818","20160619162006"
"1816","Lactose_content_of_foods","37483694","","2217","20160606003310"
"1817","Global_Alliance_for_Clean_Cookstoves","37519306","","8356","20160612140740"
"1818","List_of_food_days","37534432","","108824","20160617193114"
"1819","Friedrich_Gabriel_Sulzer","37549285","","3780","20160606003310"
"1820","Forced_pregnancy","37569084","","4873","20160606003310"
"1821","Eastern_Mediterranean_Regional_office_of_World_Health_Organisation","37581508","","4912","20160610175139"
"1822","Manpacks","37634667","","5928","20160606003310"
"1823","Jason_H._Moore","37654913","","4262","20160528140530"
"1824","Translational_bioinformatics","37670240","","23232","20160606003310"
"1825","Operation_Ouch!","37751279","","11099","20160619180914"
"1826","California_Healthy_Families_Program","37764225","","1358","20160606003310"
"1827","Patient_Activation_Measure","37778652","","13986","20160606003310"
"1828","Cosmetic_Valley","37781855","","9042","20150626225316"
"1829","Voluntary_Protection_Program","37784287","","2376","20160427063452"
"1830","Gender,_Work_and_Organization","37791601","","3371","20160606003310"
"1831","Sex_differences_in_schizophrenia","37818996","","15908","20160614065717"
"1832","Pierre_M'Pelé","37837609","","4665","20160620001331"
"1833","International_Historians_Association","37839788","","3501","20160612140740"
"1834","Lactation_consultant","37860547","","4080","20160606003310"
"1835","Medical_device_connectivity","37890504","","10576","20160619073050"
"1836","Patricia_Ocampo","37920190","","15634","20160606003310"
"1837","Asbestos-related_diseases","37923694","","25485","20160606003310"
"1838","Point-of-care_documentation","37946995","","13806","20160613000500"
"1839","2009_flu_pandemic_timeline_summary","37958263","","50032","20160618173424"
"1840","Vendor_Neutral_Archive","37965711","","31888","20160606003310"
"1841","Disease_Control_Priorities_Project","37968016","","10226","20160619210645"
"1842","Global_microbial_identifier","38008898","","11378","20160615233831"
"1843","Health_care_in_the_Palestinian_territories","38045107","","25750","20160606003310"
"1844","Dunn_Human_Nutrition_Unit","38168268","","223","20150828202156"
"1845","Babinden","38170871","","7876","20160612140740"
"1846","1889–90_flu_pandemic","38227740","","6952","20160606003310"
"1847","Catastrophic_injury","38256723","","49863","20160606003310"
"1848","Center_for_Healthy_Sex","38330385","","10677","20160606003310"
"1849","GAVI_Alliance","38346167","","5634","20160607161955"
"1850","Ratio_of_fatty_acids_in_different_foods","38375564","","11051","20160606003310"
"1851","Health_consequences_of_the_Deepwater_Horizon_oil_spill","38467001","","28492","20160606003310"
"1852","Adoption_of_Electronic_Medical_Records_in_U.S._Hospitals","38493462","","15037","20160606003310"
"1853","Birth_Story:_Ina_May_Gaskin_and_the_Farm_Midwives","38499850","","2284","20160610162232"
"1854","10_Essential_Public_Health_Services","38509307","","19641","20160427063452"
"1855","Healthcare_CRM","38519122","","2670","20160606003310"
"1856","Systems_medicine","38526066","","3981","20160608164433"
"1857","Global_Oncology","38544252","","3352","20160612140740"
"1858","Kvikk_case","38695606","","9475","20160420222453"
"1859","Health_food_trends","38711825","","6077","20160606003310"
"1860","Patient-Reported_Outcomes_Measurement_Information_System","38719870","","11590","20160618151000"
"1861","List_of_countries_by_health_insurance_coverage","38758207","","6063","20160610210455"
"1862","Paul_Saltman","38770486","","6554","20160531001556"
"1863","Rock_Health","38817084","","2388","20160606003310"
"1864","Gender_disparities_in_health","38846583","","58633","20160618105152"
"1865","Symptom_targeted_intervention","38851547","","19864","20160606003310"
"1866","Health_care_finance_in_the_United_States","38853402","","67171","20160616222956"
"1867","Madelon_Lubin_Finkel","38860231","","7002","20160614064331"
"1868","Medical_image_sharing","38947394","","14267","20160519172301"
"1869","Tallstick","39094034","","1789","20160617183240"
"1870","Women's_health_in_India","39096606","","37604","20160616222956"
"1871","Sexual_and_reproductive_health_and_rights","39107086","","8585","20160618105152"
"1872","High-altitude_adaptation_in_humans","39127332","","53760","20160606003310"
"1873","Birthing_chair","39148820","","5037","20160606003310"
"1874","Healthcare_in_the_Czech_Republic","39157162","","3630","20160610162232"
"1875","List_of_countries_by_Social_Progress_Index","39174052","","23189","20160618173424"
"1876","Midwifery_in_the_Middle_Ages","39198650","","15909","20160619223915"
"1877","Electronic_referrals","39212712","","11137","20160609163326"
"1878","Start_School_Later_movement","39218390","","33843","20160606003310"
"1879","A_calorie_is_a_calorie","39219551","","12438","20160614064836"
"1880","Gabriela_Laperrière_de_Coni","39225617","","4270","20160610001706"
"1881","Well-woman_examination","39327248","","11296","20160606003310"
"1882","Wellness_in_school","39331594","","2906","20160606003310"
"1883","FRIENDS_program","39342922","","17203","20160606003310"
"1884","Centre_for_Menstrual_Cycle_and_Ovulation_Research","39350977","","4828","20160606003310"
"1885","Thermal_work_limit","39351592","","8510","20160606003310"
"1886","Work-related_road_safety_in_the_United_States","39352291","","67490","20160607025034"
"1887","Protocol_system","39357486","","2561","20160606003310"
"1888","Oregon_Medicaid_health_experiment","39382232","","23124","20160616221101"
"1889","Kissing_the_shuttle","39394362","","15472","20160606003310"
"1890","Mental_health_in_Southeast_Africa","39407203","","8030","20160610150159"
"1891","Evans_County_Heart_Study","39419396","","655","20160612140740"
"1892","Intradialytic_parenteral_nutrition","39437404","","1850","20160424135152"
"1893","Barbara_Brenner","39458127","","1900","20160601111029"
"1894","Allity","39487469","","2048","20160611101259"
"1895","Education_in_personalized_medicine","39506967","","9918","20160606003310"
"1896","Self-directed_neuroplasticity","39510122","","805","20160614070648"
"1897","London_Declaration_on_Neglected_Tropical_Diseases","39518620","","10032","20160606003310"
"1898","Children_Without_Worms","39536478","","11543","20160606003310"
"1899","Water_Supply_and_Sanitation_Collaborative_Council","39577126","","20606","20160606003310"
"1900","NHS_Pathways","39584994","","8344","20160606003310"
